,name,studio,theme,tags,source,rating,year,synopsis,demographic,status,eps,eps_avg_duration_in_min,rated_by
1852,Wanpaku Oomukashi Kum Kum,Sunrise,Historical,"Adventure, Comedy",,6.12,1975.0,"This is the tale of Kum Kum, a kind of prehistoric ""Dennis the Menace"" who lived long ago. He and his family and friends belonged to a tribe of Mountain People who lived and hunted and farmed high in the hills near the Fire Mountain.

This is a comedy series earmarked by infectious chibi-cuteness mixed with the pathos of every-day prehistoric life. The storylines revolves around the adventures of Kum Kum (pronounced coom-coom) and his young friends. Kum Kum has a real knack for getting himself (and the other kids) in trouble and that's what makes the series fun!

(Source: kumkum.8thman.com)





StudioSunrise

Source

ThemeHistorical
DemographicKids",Kids,Finished,26.0,25.0,699
1853,Mama wa Poyopoyo Saurus ga Osuki,Nippon Animation,Childcare,"Comedy, Slice, of, Life",Manga,6.55,1995.0,"This is the story of a young couple who struggle with their children.

Miki is the mother of two kids, Hyoga and Jura. Hyoga is a 4-year-old boy and Jura is a 2-year-old girl. Miki writes children's books at home. Miki wants to be a gentle and kind mother, but it is difficult to be patient with the kids. Her husband Gendai tries to be as cooperative as he can and helps her to attend to the kids. But sometimes he only makes her even angrier.

(Source: animenfo)







StudioNippon Animation

SourceManga

ThemeChildcare
DemographicKids",Kids,Finished,52.0,23.0,693
1854,Oshiri Tantei,Toei Animation,Kids,"Comedy, Fantasy, Mystery",Picture book,,2018.0,"A polite and meticulous super sleuth known as the Butt Detective solves a myriad of baffling mysteries, blowing raspberries in the face of crime.

(Source: Netflix)





StudioToei Animation

SourcePicture book

DemographicKids",Kids,Finished,10.0,19.0,693
1855,Xi Yangyang Yu Hui Tailang,Unknown,Kids,"Adventure, Comedy",,6.27,2005.0,"The hectic daily life of a group of goats living on the Green Pasture, or Qing Qing Grassland (青青草原), and the clumsy wolf who wants to eat them.





StudioUnknown

Source

DemographicKids",Kids,Finished,530.0,15.0,690
1856,Mahoutsukai Chappy,Toei Animation,Mahou Shoujo,Adventure,,5.96,1972.0,"Chappy's story is much like Mahou Tsukai Sally (Little Witch Sally). Chappy becoming sick of the old customs of her people, left the Land of Magic for the human world. Soon her family sees how much she has in the other realm that they decided to join her new home. Chappy is known for being the first witch to use a wand. Her special chant is ""Abura Mahariku Maharita Kabura. 

Mahou Tsukai Chappy is the fifth magical girl anime in history. 

(Source: Wikipedia)





StudioToei Animation

Source

ThemeMahou Shoujo
DemographicKids",Kids,Finished,39.0,25.0,681
1857,Kaitei Shounen Marine,Unknown,Kids,"Action, Adventure, Sci-Fi",,6.24,1969.0,"Yet another expansion of the Marine Boy series. This time 65 episodes were added to the 1966 series and all 78 episodes were sold to the US. The broadcast history of the show in Japan was slightly more complicated, with only the first 36 episodes of the 78 shown at first but later on all 78 were shown, out of which 65 are contained in this entry and 13 in the Ganbare! Marine Kid series. 

Marine is now equipped with an underwater boomerang, a hydrojet, and the mermaid Neptuna/Neptina has become his girlfriend. Some previous episodes from Ganbare! Marine Kid had their footage recycled in part for this series. 

(Source: The Anime Encyclopedia)






StudioUnknown

Source

DemographicKids",Kids,Finished,65.0,25.0,676
1858,Shinseiki Duel Masters Flash,SynergySP,Kids,Comedy,Original,5.72,2006.0,,Kids,Finished,24.0,21.0,676
1859,Ultraman Kids no Kotowaza Monogatari,Unknown,Super Power,Comedy,Other,5.85,1986.0,"Educational anime based on the popular Ultraman giant fighters.





StudioUnknown

SourceOther

ThemeSuper Power
DemographicKids",Kids,Finished,26.0,7.0,673
1860,Aware! Meisaku-kun,Pie in the sky,"Parody, School",Comedy,Original,,2016.0,"A long, long time ago, there was a prestigious school called ""Ryuuguu Elementary School"" that produced many masterpiece characters. One day, an ordinary boy named Meisaku Matsuda enrolled at the school. Little did he know that the place for learning was filled with crazy characters like Sweets, the energetic idiot; Musubi, a rice ball who gets angry when called ""onigiri""; Nokio, a narcissistic self-proclaimed robot; and Bolt, who's clearly faster than a rabbit. Surrounded by such unique characters, will Meisaku be able to graduate as a splendid masterpiece character?

(Source: Anime News Network)





StudioPie in the sky

SourceOriginal

ThemesParodySchool
DemographicKids",Kids,Finished,230.0,5.0,670
1861,Backkom Sports,RG Animation Studios,Kids,"Comedy, Sports",Original,5.74,2009.0,"The 3rd season of Backkom which focuses on him participating and failing at a wide variety of sports. 





StudioRG Animation Studios

SourceOriginal

DemographicKids",Kids,Finished,52.0,3.0,661
1862,Ippatsu Kanta-kun,Tatsunoko Production,Team Sports,"Action, Adventure, Comedy, Sports",,5.98,1977.0,"Kanta lives with his mother, brothers, sisters, and dog named Judeth. He likes baseball, but his mom doesn't like him mentioning baseball, because his mother believes this was the cause of her husband's death. 

(Source: ANN)





StudioTatsunoko Production

Source

ThemeTeam Sports
DemographicKids",Kids,Finished,53.0,24.0,657
1863,Pucca 3,Unknown,Kids,"Action, Comedy, Romance",,6.52,2018.0,"Faced with a threat to the survival of her family restaurant, as well as a rival for Garu's heart, Pucca fights for all that she loves.





StudioUnknown

Source

DemographicKids",Kids,Finished,26.0,24.0,656
1864,Mori no Tonto-tachi,Nippon Animation,Kids,Fantasy,,6.12,1984.0,"Deep in the forests of Finland live the little people, or Tontus, the elves who work all year round to keep Joulupukki (Santa Claus) supplied with toys for Christmas Eve.

(Source: ANN)





StudiosNippon AnimationShaft

Source

DemographicKids",Kids,Finished,23.0,25.0,655
1865,Oraa Guzura Dado (1987),Tatsunoko Production,Kids,Comedy,,6.15,1987.0,"Remake of the first series.

When Mt. Bikkura erupts a huge egg one day, a chubby little dinosaur name Guzura hatches out of it. The series follows his misadventures as he interacts with humans as well as other animals and creatures





StudioTatsunoko Production

Source

DemographicKids",Kids,Finished,44.0,30.0,655
1866,Hanakappa,OLM,Kids,Comedy,Picture book,5.94,2010.0,"Story about Kappa with flowers on their heads.





StudiosOLMXebec

SourcePicture book

DemographicKids",Kids,Airing,,10.0,653
1867,Little El Cid no Bouken,Nippon Animation,Historical,Adventure,Original,6.24,1984.0,"A boy named Rui Diaz De Vivar wants to become a knight. To do so he must travel the king of Castilla.





StudioNippon Animation

SourceOriginal

ThemeHistorical
DemographicKids",Kids,Finished,26.0,25.0,652
1868,Shibawanko no Wa no Kokoro,Three-d,Educational,,,,2006.0,"Based on a japanese children`s book by Yoshie Kawaura.

Shiba-wanko, a Shiba-inu dog, and Miike-nyanko, a calico cat, live together in a classic Japanese-style house with the traditional Japanese alcove called a tokonoma. Shiba-wanko is a very gentle and hardworking soul who does all of the cleaning, laundry and cooking in the house. Miike-nyanko is a different type all together, being rather temperamental and not very good with housework. Together, these two learn the manners and customs associated with events such as the proper Japanese way to treat one`s guests, preparing for a Japanese New Year and how to enjoy the kimono, the traditional Japanese costume. Each chapter covers a specific topic which has to do with living in ""Wa"" (the Japanese-style spirit of peace and harmony) throughout the changing seasons.

(Source: AniDB)





StudioThree-d

Source

ThemeEducational
DemographicKids",Kids,Finished,80.0,2.0,645
1869,Neko Neko Nihonshi 2nd Season,Joker Films,"Anthropomorphic, Historical, Parody, Samurai",,Web manga,6.23,2017.0,"Second season of Neko Neko Nihonshi.





StudioJoker Films

SourceWeb manga

ThemesAnthropomorphicHistoricalParodySamurai
DemographicKids",Kids,Finished,32.0,9.0,641
1870,Denkou Chou Tokkyuu Hikarian,Unknown,Kids,"Action, Adventure",,6.21,2002.0,"The second season of Chou Tokkyuu Hikarian.





StudioUnknown

Source

DemographicKids",Kids,Finished,52.0,25.0,636
1871,Duel Masters King!,Brain's Base,Kids,"Action, Adventure, Comedy, Fantasy",Original,,2021.0,,Kids,Finished,43.0,24.0,631
1872,Suzy's Zoo: Daisuki! Witzy,Digital Media Lab,Kids,,Other,5.91,2011.0,"The Japanese television network TBS announced that it will start airing the Suzy's Zoo Daisuki! Witzy series of television anime shorts this April. The anime adapts the American greeting card line Suzy's Zoo from the San Diego-based artist Suzy Spafford. 

The story will center around a duckling named Witzy and his stuffed animal friends in a verdant backyard.

(Source: ANN) 





StudioDigital Media Lab

SourceOther

DemographicKids",Kids,Finished,25.0,2.0,623
1873,CoCO & NiCO,Kachidoki Studio,Kids,Comedy,Original,,2016.0,"CoCO and her sister NiCO are under training to become graceful and elegant cat princesses. They are watched over and trained by the strict but caring Lady Oppenheimer. CoCO and NiCO keeps Lady Oppenheimer quite busy as they try their best to learn the ways of a princess, and have fun with a little mischief along the way.

(Source: Japan International Broadcasting)





StudioKachidoki Studio

SourceOriginal

DemographicKids",Kids,Finished,39.0,1.0,618
1874,Oshiri Kajiri Mushi (TV) 3rd Season,Kinema Citrus,Kids,Comedy,Music,5.25,2014.0,"A gag comedy about Oshiri Kajiri Mushi XVIII, a 10-year-old insect who goes to Biting School to inherit his family's Biting Shop business. 

(Source: ANN)





StudioKinema Citrus

SourceMusic

DemographicKids",Kids,Finished,10.0,5.0,613
1875,Ultraman Kids: Haha wo Tazunete 3000-man Kounen,Unknown,Space,,Other,6.22,1991.0,"Ultraman Kids go on a journey to search for the parents of a main character.





StudioUnknown

SourceOther

ThemeSpace
DemographicKids",Kids,Finished,26.0,24.0,612
1876,The Snack World (TV),OLM,Kids,"Adventure, Comedy, Fantasy",Mixed media,,2017.0,"In ""a certain era"" on ""a certain continent,"" banal things are happening. The construction of ""Large-Scale Leisure Facilities"" has demanded that all the villages are to be evicted. When these demands are denied, the village and its residents are obliterated. A boy named Chap once lived in tranquility, but that happiness soon came crumbling down. He decides to embark on a journey of revenge, but soon falls madly in love with the king's daughter, Princess Melora. In order to fulfill her selfish wishes, he gathers his friends in order to overcome the impossible.





StudiosOLMOLM Digital

SourceMixed media

DemographicKids",Kids,Finished,50.0,23.0,609
1877,KutsuDaru.,Egg,School,"Fantasy, Slice, of, Life",Manga,,2014.0,"In a Tokyo suburb small town, there lives a girl named Nekota Kaoru. Being born into a normal family, being raised in a normal way, this spring she'll become a normal happy middle-schooler.

However, since young age, Nekota had an abnormal ability to see Imadoki youkai (Modern Monster). And she has kept it a secret from others...





StudioEgg

SourceManga

ThemeSchool
DemographicKids",Kids,Finished,48.0,9.0,608
1878,Shining Star,Maro Studio,"Idols (Female), Music",,Original,6.56,2017.0,"At the prestigious Shining Star School, every girl dreams of becoming the best idol, called ""Muse"". Nara, an ordinary girl, decides to attend the school in order to fulfill her dream.

(Source: Shining Star Wiki)





StudioMaro Studio

SourceOriginal

ThemesIdols (Female)Music
DemographicKids",Kids,Finished,52.0,21.0,604
1879,Kirin Monoshiri Yakata,Unknown,Kids,,,5.59,1975.0,,Kids,Finished,1565.0,5.0,600
1880,Baby Felix,Radix,Anthropomorphic,Comedy,,5.57,2000.0,"A young Felix the Cat and his baby pals find fun and mischief along their travels.





StudioRadix

Source

ThemeAnthropomorphic
DemographicKids",Kids,Finished,65.0,4.0,599
1881,Anime TV de Hakken! Tamagotchi,Unknown,Kids,"Comedy, Fantasy, Slice, of, Life",Other,6.13,1997.0,,Kids,Finished,27.0,20.0,592
1882,Odoru Mowai-kun,Monster's Egg,Kids,Comedy,Original,5.43,2019.0,"The anime centers on a Moai statue named Mowai-kun who is gloomy every day because it lives a dull life where it just watches the beach and the sun from atop a hill on an island. But one day Mowai-kun grows arms, and starts to dance. The anime will air within the Oha-Suta program's ""Kyara-Suta"" corner.

(Source: ANN)





StudioMonster's Egg

SourceOriginal

DemographicKids",Kids,Finished,26.0,2.0,589
